ticker,check,statistic,observed,lower,upper,inside
ADM,posterior,q01_pct,-3.638636618852616,-7.740130682102032,-3.0502910666935192,True
ADM,posterior,q99_pct,4.258830193430179,3.0114381404317756,6.918995832281189,True
ADM,posterior,max_drawdown_pct,-12.28813893381535,-63.66319209691508,-9.001722545186624,True
ADP,prior,mean_pct,-0.010517904217977048,-0.4201175714783537,0.45522948229509874,True
ADP,prior,volatility_pct,1.7014228040910957,0.2123767568645578,3.757111558008844,True
ADP,prior,q01_pct,-3.8624472357332706,-9.347358394033476,-0.45114083776124775,True
ADP,prior,q99_pct,4.658710211515414,0.48219812078311164,9.325640916818948,True
ADP,prior,max_drawdown_pct,-36.673664545582355,-70.82048943965566,-1.2993932549424958,True
ADP,posterior,mean_pct,-0.010517904217977048,-0.4033759009111519,0.32766967202871,True
ADP,posterior,volatility_pct,1.7014228040910957,1.3652617849420057,2.7547949837269656,True
ADP,posterior,q01_pct,-3.8624472357332706,-8.585471829496838,-2.874540744236911,True
ADP,posterior,q99_pct,4.658710211515414,2.774061920091403,7.569836936294714,True
ADP,posterior,max_drawdown_pct,-36.673664545582355,-67.52031980033655,-10.036417101870455,True
ADSK,prior,mean_pct,-0.08138043581311649,-0.4201175714783537,0.45522948229509874,True
ADSK,prior,volatility_pct,2.375892437471084,0.2123767568645578,3.757111558008844,True
ADSK,prior,q01_pct,-6.365605555474758,-9.347358394033476,-0.45114083776124775,True
ADSK,prior,q99_pct,6.691143997013557,0.48219812078311164,9.325640916818948,True
ADSK,prior,max_drawdown_pct,-42.556383297307946,-70.82048943965566,-1.2993932549424958,True
ADSK,posterior,mean_pct,-0.08138043581311649,-0.4262341220308985,0.42763087648314424,True
ADSK,posterior,volatility_pct,2.375892437471084,1.795208349630486,3.1762880704433027,True
ADSK,posterior,q01_pct,-6.365605555474758,-9.822922077114557,-3.9971733853580975,True
ADSK,posterior,q99_pct,6.691143997013557,4.092718735389656,9.943992008475679,True
